num,title,description,format,status,AdDate,category,category1,category1_desc,category2,category2_desc,category3,category3_desc,Code,Campaign,Objective,Budget,Product,Start_Date,End_Date,Audience_Interest,Audience_Segment,Client,Client_Budget,City
1872,Autumn Vibes: Cozy Up with Fall Essentials!,Fall in love with fall fashion! Explore our latest collection and stay on-trend with cozy and stylish fall essentials.,Video Ads,Active,2024-08-21,"['Clothing', ""Children's Clothing"", 'Infants', 'Onesies']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Infants,Dress your littlest ones in adorable and comfortable clothing for infants.,495000 BackToSchoolDeals 2022-05-29,BackToSchoolDeals,Attract students with special deals,300000,Rayo Vallecano Jersey 2XL 78.32  Summer Blend,2022-05-29,2022-08-29,Pets - Pet Care,30-60,Melero y Ruano S.A.,791000,"Navarra, Spain"
1873,Smart Starts: Back-to-School Tech Bonanza!,Get ready for school with our back-to-school essentials. Quality products at affordable prices to kickstart the academic year!,Rich Media Ads,Archived,2019-01-23,"['Books', ""Children's Books"", 'Chapter Books', 'Adventure']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Chapter Books,Take young readers on exciting literary journeys with our engaging chapter books.,310000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Real Betis Polo Shirt S Official 93.31  All Seasons Polyester,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
1874,Fitness Freaks Rejoice: Grab Your Gear Now!,Level up your fitness journey with Fitness Fiesta. Grab your workout gear and achieve your health and fitness goals!,Display Ads,Completed,2018-10-27,"['Clothing', ""Children's Clothing"", 'Teens', 'T-Shirts']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Teens,Discover trendy and comfortable clothing options for teenagers.,425000 HolidaySpecial 2023-08-20,HolidaySpecial,Create excitement for holiday shopping,500000,Girona Jersey XL 56.66  Summer Blend,2023-08-20,2024-08-20,Tech - Gadgets,20-40,Salazar & Asociados S.Com.,803000,"Badajoz, Spain"
1875,Mindful Moments: Find Your Inner Peace!,Find your inner peace with Mindful Moments. Explore products that promote mindfulness and relaxation!,Influencer Marketing,Expired,2017-10-02,"['Clothing', ""Children's Clothing"", 'Toddlers', 'Dresses']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Toddlers,Explore adorable clothing and essentials designed for toddlers.,180000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Alhama Cap M Official 25.99 UV Protection,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
1876,Foodie's Delight: Savor Irresistible Flavors!,Indulge in a culinary adventure with Foodie Fiesta. Savor the flavors of our exclusive deals on gourmet delights!,Interstitial Ads,Completed,2023-03-22,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,360000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Racing Sant Pencil Case  24.25 Ink Compartment,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
1877,Back to School: Gear Up for Success!,Gear up for success with our Back-to-School collection. Find everything you need for a successful academic year!,Affiliate Marketing,Scheduled,2023-02-01,"['Home', 'Kitchen', 'Cookware', 'Pots']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Kitchen,Equip your kitchen with top-quality cookware and appliances for a culinary haven.,Cookware,Enhance your culinary skills with our premium and durable cookware.,270000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Madrid CFF Socks M 24.31 All sports  Sweet fit,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
1878,Tech Tuesday: Exclusive Tech Offers Await!,Tech Tuesday is here with exclusive offers on the latest gadgets and tech. Don't miss out on the tech extravaganza!,Display Ads,Expired,2022-06-16,"['Automotive', 'Car Parts', 'Brakes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Car Parts,Find high-quality car parts to maintain the performance and safety of your vehicle.,Brakes,Ensure the safety of your vehicle with our reliable brake components.,320000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Alhama Goalkeeper Gloves 3XL 116.99,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
1879,Travel Treats: Plan Your Next Adventure!,Plan your next adventure with Travel Treats. Discover exclusive discounts on travel essentials and accessories!,Email Marketing,Rejected,2020-07-24,"['Electronics', 'Smartwatches']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Smartwatches,Stay connected and monitor your health with our innovative smartwatches.,,,245000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,FC Andorra Jersey S Official 104.98  All Seasons Polyester,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
1880,Autumn Vibes: Cozy Up with Fall Essentials!,Fall in love with fall fashion! Explore our latest collection and stay on-trend with cozy and stylish fall essentials.,In-App Ads,Scheduled,2019-12-25,"['Beauty', 'Skincare', 'Cleansers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Cleansers,Refresh and cleanse your skin with our range of effective skincare cleansers.,430000 FoodieFiesta 2021-07-20,FoodieFiesta,Culinary delights and food promotions,900000,Barcelona Pencil Case  13.42 Ink Compartment,2021-07-20,2022-07-20,Sports - Fitness,18-40,Comercial Globales S.C.P,876000,"Valencia, Spain"
1881,Game On: Level Up Your Gaming Experience!,Level up your fitness journey with Fitness Fiesta. Achieve your fitness goals with our exclusive offers on workout gear!,Audio Ads,Suspended,2020-07-16,"['Books', ""Children's Books"", 'Picture Books', 'Animals']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Picture Books,Introduce young readers to the world of storytelling with our delightful picture books.,125000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Rayo Vallecano Ball Official 39.15,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
1882,Jingle All the Way to Our Festive Discounts!,Celebrate the festive season with our special discounts on a wide range of products. Spread joy and make your holidays unforgettable!,Interstitial Ads,Scheduled,2022-07-24,"['Beauty', 'Haircare', 'Shampoos', 'Volumizing']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Shampoos,Revitalize your hair with our specially formulated shampoos for different hair types.,440000 FoodieFiesta 2021-07-20,FoodieFiesta,Culinary delights and food promotions,900000,Sporting Huelva Bermuda Shorts 3XL Official 118.47  All Seasons Polyester,2021-07-20,2022-07-20,Sports - Fitness,18-40,Comercial Globales S.C.P,876000,"Valencia, Spain"
1883,Spring into Savings with Our Latest Offers!,Kickstart 2024 with new savings and exclusive deals. Explore a world of opportunities with our New Year collection!,Rich Media Ads,Draft,2017-12-27,"['Automotive', 'Maintenance', 'Oil Changes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Maintenance,Ensure the longevity of your vehicle with our reliable maintenance products.,Oil Changes,Ensure the health of your vehicle with regular and efficient oil changes.,435000 SpringSale2024 2018-09-10,SpringSale2024,Boost sales during spring season,150000,Valladolid Boots 3XL 162.65 Football  Waterproof Lace-up,2018-09-10,2019-09-10,Fashion - Shopping,18-35,Vendrell y asociados S.A.,470000,"Pontevedra, Spain"
1884,"Hot Picks: Red-Hot Savings, Cool Prices!",Sizzle with savings at our event! The hottest deals on a variety of products. Shop now and make your wallet happy!,Banner Ads,Completed,2022-01-23,"['Books', 'Non-Fiction', 'Self-Help']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Non-Fiction,Expand your knowledge and insights with our thought-provoking non-fiction books.,Self-Help,Embark on a journey of personal growth with our empowering self-help books.,410000 CozyComforts 2022-04-22,CozyComforts,Promote cozy and comfortable items,50000,Amorebieta Polo Shirt XL 79.31  All Seasons Polyester,2022-04-22,2024-04-22,Science Fiction - Technology,15-35,Desarrollo del Mediterráneo S.L.N.E,717000,"Málaga, Spain"
1885,Summer Splurge: Treat Yourself to Luxe!,"Dive into summer savings with our unbeatable deals. From fashion to electronics, discover the ultimate summer shopping experience!",Banner Ads,Archived,2023-10-11,"['Home', 'Kitchen', 'Appliances', 'Coffee Makers']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Kitchen,Equip your kitchen with top-quality cookware and appliances for a culinary haven.,Appliances,Upgrade your kitchen with innovative and efficient kitchen appliances.,95000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,CD Mirandés Pencil Case  23.38 Ink Compartment,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
1886,"Hot Picks: Red-Hot Savings, Cool Prices!",Sizzle with savings at our event! The hottest deals on a variety of products. Shop now and make your wallet happy!,Interactive Ads,Expired,2023-02-11,"['Books', 'Non-Fiction', 'Self-Help']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Non-Fiction,Expand your knowledge and insights with our thought-provoking non-fiction books.,Self-Help,Embark on a journey of personal growth with our empowering self-help books.,200000 YearEndClearance 2023-08-20,YearEndClearance,Clear out year-end inventory,50000,Racing Sant Backpack Official 130.65 Multi-Compartment,2023-08-20,2024-08-20,Wellness - Fitness,22-50,Comercializadora Ayala S.Coop.,825000,"Zaragoza, Spain"
1887,Gadget Galaxy: Explore the Latest Gadgets!,Enter the Gadget Galaxy and explore the latest gadgets. Upgrade your tech game with exclusive offers on cutting-edge devices!,Rich Media Ads,Active,2018-04-02,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,270000 SizzlingSavings 2020-11-20,SizzlingSavings,Offer hot deals on a variety of products,500000,Zaragoza Socks XS Official 23.64 All sports  Sweet fit,2020-11-20,2025-11-20,Art - Creativity,20-50,Serra y asociados S.Coop.,620000,"Zaragoza, Spain"
1888,Autumn Vibes: Cozy Up with Fall Essentials!,Fall in love with fall fashion! Explore our latest collection and stay on-trend with cozy and stylish fall essentials.,Virtual Reality Ads,Paused,2018-04-16,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,465000 SizzlingSavings 2020-11-20,SizzlingSavings,Offer hot deals on a variety of products,500000,Málaga Jersey M 129.97  Summer Blend,2020-11-20,2025-11-20,Art - Creativity,20-50,Serra y asociados S.Coop.,620000,"Zaragoza, Spain"
1889,Gadget Galore: Unbox the Latest Innovations!,Gadget Galaxy is calling! Discover the latest gadgets and tech innovations at irresistible prices. Upgrade your tech game today!,Affiliate Marketing,Draft,2021-11-21,"['Beauty', 'Haircare', 'Conditioners', 'Hydrating']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Conditioners,Keep your hair silky-smooth with our hydrating and nourishing hair conditioners.,410000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Real Sociedad Jersey 3XL Official 66.65  All Seasons Polyester,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
